"NAM"	"DAT"	"PERIOD"	"КАТО(по каталогу)"	"LКАТО(по каталогу)"	"СПТМ (по каталогу)"	"LСПТМ (по каталогу)"	"VAL"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"146"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"4 408"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"5 168"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"3 626"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"2 521"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"5 301"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"2 660"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"5 076"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"4 154"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"4 624"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"4 236"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"5 346"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"3 571"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"4 204"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"3 601"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"3 376"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"РАЙОН АЛМАТЫ"	"0"	"Всего"	"0"	"3 439"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"4 408"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"5 168"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"3 626"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"2 521"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"5 301"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"2 660"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"5 076"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"4 154"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"4 624"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"4 236"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"5 346"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"3 571"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"4 204"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"3 601"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"3 376"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"РАЙОН АЛМАТЫ"	"0"	"городская местность"	"0"	"3 439"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"2 781"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"2 277"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"2 162"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"2 111"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"1 289"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"1 818"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"1 746"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"1 895"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"1 569"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"2 090"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"3 310"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"3 805"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"3 115"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"3 350"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"РАЙОН ЕСИЛЬ"	"0"	"Всего"	"0"	"2 376"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"2 781"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"2 277"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"2 162"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"2 111"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"1 289"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"1 818"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"1 746"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"1 895"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"1 569"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"2 090"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"3 310"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"3 805"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"3 115"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"3 350"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"РАЙОН ЕСИЛЬ"	"0"	"городская местность"	"0"	"2 376"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"РАЙОН САРЫАРКА"	"0"	"Всего"	"0"	"3 363"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"РАЙОН САРЫАРКА"	"0"	"Всего"	"0"	"3 897"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"РАЙОН САРЫАРКА"	"0"	"Всего"	"0"	"3 081"
