"NAM"	"DAT"	"PERIOD"	"КАТО(по каталогу)"	"LКАТО(по каталогу)"	"СПТМ (по каталогу)"	"LСПТМ (по каталогу)"	"СП"	"LСП"	"VAL"
"Естественный прирост населения(Человек)"	"2017 год"	"201712"	"БАЙГАНИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"376"
"Естественный прирост населения(Человек)"	"2023 год"	"202312"	"БАЙГАНИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"413"
"Естественный прирост населения(Человек)"	"2024 год"	"202412"	"БАЙГАНИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"378"
"Естественный прирост населения(Человек)"	"2009 год"	"200912"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"71"
"Естественный прирост населения(Человек)"	"2016 год"	"201612"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"60"
"Естественный прирост населения(Человек)"	"2010 год"	"201012"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"82"
"Естественный прирост населения(Человек)"	"2011 год"	"201112"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"68"
"Естественный прирост населения(Человек)"	"2014 год"	"201412"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"97"
"Естественный прирост населения(Человек)"	"2015 год"	"201512"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"94"
"Естественный прирост населения(Человек)"	"2013 год"	"201312"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"76"
"Естественный прирост населения(Человек)"	"2012 год"	"201212"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"113"
"Естественный прирост населения(Человек)"	"2021 год"	"202112"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"37"
"Естественный прирост населения(Человек)"	"2018 год"	"201812"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"141"
"Естественный прирост населения(Человек)"	"2022 год"	"202212"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"97"
"Естественный прирост населения(Человек)"	"2019 год"	"201912"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"66"
"Естественный прирост населения(Человек)"	"2020 год"	"202012"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"102"
"Естественный прирост населения(Человек)"	"2017 год"	"201712"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"79"
"Естественный прирост населения(Человек)"	"2023 год"	"202312"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"103"
"Естественный прирост населения(Человек)"	"2024 год"	"202412"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"62"
"Естественный прирост населения(Человек)"	"2009 год"	"200912"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"71"
"Естественный прирост населения(Человек)"	"2016 год"	"201612"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"60"
"Естественный прирост населения(Человек)"	"2010 год"	"201012"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"82"
"Естественный прирост населения(Человек)"	"2011 год"	"201112"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"68"
"Естественный прирост населения(Человек)"	"2014 год"	"201412"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"97"
"Естественный прирост населения(Человек)"	"2015 год"	"201512"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"94"
"Естественный прирост населения(Человек)"	"2013 год"	"201312"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"76"
"Естественный прирост населения(Человек)"	"2012 год"	"201212"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"113"
"Естественный прирост населения(Человек)"	"2021 год"	"202112"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"37"
"Естественный прирост населения(Человек)"	"2018 год"	"201812"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"141"
"Естественный прирост населения(Человек)"	"2022 год"	"202212"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"97"
"Естественный прирост населения(Человек)"	"2019 год"	"201912"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"66"
"Естественный прирост населения(Человек)"	"2020 год"	"202012"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"102"
"Естественный прирост населения(Человек)"	"2017 год"	"201712"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"79"
"Естественный прирост населения(Человек)"	"2023 год"	"202312"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"103"
"Естественный прирост населения(Человек)"	"2024 год"	"202412"	"КАРГАЛИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"62"
"Естественный прирост населения(Человек)"	"2009 год"	"200912"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"106"
"Естественный прирост населения(Человек)"	"2016 год"	"201612"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"130"
"Естественный прирост населения(Человек)"	"2010 год"	"201012"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"161"
"Естественный прирост населения(Человек)"	"2011 год"	"201112"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"121"
"Естественный прирост населения(Человек)"	"2014 год"	"201412"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"154"
"Естественный прирост населения(Человек)"	"2015 год"	"201512"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"98"
"Естественный прирост населения(Человек)"	"2013 год"	"201312"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"115"
"Естественный прирост населения(Человек)"	"2012 год"	"201212"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"127"
"Естественный прирост населения(Человек)"	"2021 год"	"202112"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"132"
"Естественный прирост населения(Человек)"	"2018 год"	"201812"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"188"
"Естественный прирост населения(Человек)"	"2022 год"	"202212"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"116"
"Естественный прирост населения(Человек)"	"2019 год"	"201912"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"171"
"Естественный прирост населения(Человек)"	"2020 год"	"202012"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"168"
"Естественный прирост населения(Человек)"	"2017 год"	"201712"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"100"
"Естественный прирост населения(Человек)"	"2023 год"	"202312"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"178"
"Естественный прирост населения(Человек)"	"2024 год"	"202412"	"ХОБДИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"169"
"Естественный прирост населения(Человек)"	"2009 год"	"200912"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"106"
"Естественный прирост населения(Человек)"	"2016 год"	"201612"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"130"
"Естественный прирост населения(Человек)"	"2010 год"	"201012"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"161"
"Естественный прирост населения(Человек)"	"2011 год"	"201112"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"121"
"Естественный прирост населения(Человек)"	"2014 год"	"201412"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"154"
"Естественный прирост населения(Человек)"	"2015 год"	"201512"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"98"
"Естественный прирост населения(Человек)"	"2013 год"	"201312"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"115"
"Естественный прирост населения(Человек)"	"2012 год"	"201212"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"127"
"Естественный прирост населения(Человек)"	"2021 год"	"202112"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"132"
"Естественный прирост населения(Человек)"	"2018 год"	"201812"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"188"
"Естественный прирост населения(Человек)"	"2022 год"	"202212"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"116"
"Естественный прирост населения(Человек)"	"2019 год"	"201912"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"171"
"Естественный прирост населения(Человек)"	"2020 год"	"202012"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"168"
"Естественный прирост населения(Человек)"	"2017 год"	"201712"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"100"
"Естественный прирост населения(Человек)"	"2023 год"	"202312"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"178"
"Естественный прирост населения(Человек)"	"2024 год"	"202412"	"ХОБДИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"169"
"Естественный прирост населения(Человек)"	"2009 год"	"200912"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"161"
"Естественный прирост населения(Человек)"	"2016 год"	"201612"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"192"
"Естественный прирост населения(Человек)"	"2010 год"	"201012"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"225"
"Естественный прирост населения(Человек)"	"2011 год"	"201112"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"303"
"Естественный прирост населения(Человек)"	"2014 год"	"201412"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"259"
"Естественный прирост населения(Человек)"	"2015 год"	"201512"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"253"
"Естественный прирост населения(Человек)"	"2013 год"	"201312"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"252"
"Естественный прирост населения(Человек)"	"2012 год"	"201212"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"220"
"Естественный прирост населения(Человек)"	"2021 год"	"202112"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"257"
"Естественный прирост населения(Человек)"	"2018 год"	"201812"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"216"
"Естественный прирост населения(Человек)"	"2022 год"	"202212"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"244"
"Естественный прирост населения(Человек)"	"2019 год"	"201912"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"275"
"Естественный прирост населения(Человек)"	"2020 год"	"202012"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"220"
"Естественный прирост населения(Человек)"	"2017 год"	"201712"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"197"
"Естественный прирост населения(Человек)"	"2023 год"	"202312"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"228"
"Естественный прирост населения(Человек)"	"2024 год"	"202412"	"МАРТУКСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"211"
"Естественный прирост населения(Человек)"	"2009 год"	"200912"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"161"
"Естественный прирост населения(Человек)"	"2016 год"	"201612"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"192"
"Естественный прирост населения(Человек)"	"2010 год"	"201012"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"225"
"Естественный прирост населения(Человек)"	"2011 год"	"201112"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"303"
"Естественный прирост населения(Человек)"	"2014 год"	"201412"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"259"
"Естественный прирост населения(Человек)"	"2015 год"	"201512"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"253"
"Естественный прирост населения(Человек)"	"2013 год"	"201312"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"252"
"Естественный прирост населения(Человек)"	"2012 год"	"201212"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"220"
"Естественный прирост населения(Человек)"	"2021 год"	"202112"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"257"
"Естественный прирост населения(Человек)"	"2018 год"	"201812"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"216"
"Естественный прирост населения(Человек)"	"2022 год"	"202212"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"244"
"Естественный прирост населения(Человек)"	"2019 год"	"201912"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"275"
"Естественный прирост населения(Человек)"	"2020 год"	"202012"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"220"
"Естественный прирост населения(Человек)"	"2017 год"	"201712"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"197"
"Естественный прирост населения(Человек)"	"2023 год"	"202312"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"228"
"Естественный прирост населения(Человек)"	"2024 год"	"202412"	"МАРТУКСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"211"
"Естественный прирост населения(Человек)"	"2009 год"	"200912"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"535"
"Естественный прирост населения(Человек)"	"2016 год"	"201612"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"710"
"Естественный прирост населения(Человек)"	"2010 год"	"201012"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"641"
"Естественный прирост населения(Человек)"	"2011 год"	"201112"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"638"
"Естественный прирост населения(Человек)"	"2014 год"	"201412"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"725"
"Естественный прирост населения(Человек)"	"2015 год"	"201512"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"718"
"Естественный прирост населения(Человек)"	"2013 год"	"201312"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"645"
"Естественный прирост населения(Человек)"	"2012 год"	"201212"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"625"
"Естественный прирост населения(Человек)"	"2021 год"	"202112"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"720"
"Естественный прирост населения(Человек)"	"2018 год"	"201812"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"586"
"Естественный прирост населения(Человек)"	"2022 год"	"202212"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"581"
"Естественный прирост населения(Человек)"	"2019 год"	"201912"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"723"
"Естественный прирост населения(Человек)"	"2020 год"	"202012"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"641"
"Естественный прирост населения(Человек)"	"2017 год"	"201712"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"607"
"Естественный прирост населения(Человек)"	"2023 год"	"202312"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"570"
"Естественный прирост населения(Человек)"	"2024 год"	"202412"	"ТЕМИРСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"533"
"Естественный прирост населения(Человек)"	"2009 год"	"200912"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"553"
"Естественный прирост населения(Человек)"	"2016 год"	"201612"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"731"
"Естественный прирост населения(Человек)"	"2010 год"	"201012"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"666"
"Естественный прирост населения(Человек)"	"2011 год"	"201112"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"678"
"Естественный прирост населения(Человек)"	"2014 год"	"201412"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"761"
"Естественный прирост населения(Человек)"	"2015 год"	"201512"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"755"
"Естественный прирост населения(Человек)"	"2013 год"	"201312"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"681"
"Естественный прирост населения(Человек)"	"2012 год"	"201212"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"659"
"Естественный прирост населения(Человек)"	"2021 год"	"202112"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"740"
"Естественный прирост населения(Человек)"	"2018 год"	"201812"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"613"
"Естественный прирост населения(Человек)"	"2022 год"	"202212"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"626"
"Естественный прирост населения(Человек)"	"2019 год"	"201912"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"763"
"Естественный прирост населения(Человек)"	"2020 год"	"202012"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"692"
"Естественный прирост населения(Человек)"	"2017 год"	"201712"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"628"
"Естественный прирост населения(Человек)"	"2023 год"	"202312"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"602"
"Естественный прирост населения(Человек)"	"2024 год"	"202412"	"ТЕМИРСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"562"
"Естественный прирост населения(Человек)"	"2009 год"	"200912"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"18"
"Естественный прирост населения(Человек)"	"2016 год"	"201612"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"21"
"Естественный прирост населения(Человек)"	"2010 год"	"201012"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"25"
"Естественный прирост населения(Человек)"	"2011 год"	"201112"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"40"
"Естественный прирост населения(Человек)"	"2014 год"	"201412"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"36"
"Естественный прирост населения(Человек)"	"2015 год"	"201512"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"37"
"Естественный прирост населения(Человек)"	"2013 год"	"201312"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"36"
"Естественный прирост населения(Человек)"	"2012 год"	"201212"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"34"
"Естественный прирост населения(Человек)"	"2021 год"	"202112"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"20"
"Естественный прирост населения(Человек)"	"2018 год"	"201812"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"27"
"Естественный прирост населения(Человек)"	"2022 год"	"202212"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"45"
"Естественный прирост населения(Человек)"	"2019 год"	"201912"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"40"
"Естественный прирост населения(Человек)"	"2020 год"	"202012"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"51"
"Естественный прирост населения(Человек)"	"2017 год"	"201712"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"21"
"Естественный прирост населения(Человек)"	"2023 год"	"202312"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"32"
"Естественный прирост населения(Человек)"	"2024 год"	"202412"	"ТЕМИРСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"29"
"Естественный прирост населения(Человек)"	"2009 год"	"200912"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"430"
"Естественный прирост населения(Человек)"	"2016 год"	"201612"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"596"
"Естественный прирост населения(Человек)"	"2010 год"	"201012"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"495"
"Естественный прирост населения(Человек)"	"2011 год"	"201112"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"527"
"Естественный прирост населения(Человек)"	"2014 год"	"201412"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"582"
"Естественный прирост населения(Человек)"	"2015 год"	"201512"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"618"
"Естественный прирост населения(Человек)"	"2013 год"	"201312"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"538"
"Естественный прирост населения(Человек)"	"2012 год"	"201212"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"561"
"Естественный прирост населения(Человек)"	"2021 год"	"202112"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"664"
"Естественный прирост населения(Человек)"	"2018 год"	"201812"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"705"
"Естественный прирост населения(Человек)"	"2022 год"	"202212"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"652"
"Естественный прирост населения(Человек)"	"2019 год"	"201912"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"757"
"Естественный прирост населения(Человек)"	"2020 год"	"202012"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"709"
"Естественный прирост населения(Человек)"	"2017 год"	"201712"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"633"
"Естественный прирост населения(Человек)"	"2023 год"	"202312"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"549"
"Естественный прирост населения(Человек)"	"2024 год"	"202412"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"490"
"Естественный прирост населения(Человек)"	"2009 год"	"200912"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"294"
"Естественный прирост населения(Человек)"	"2016 год"	"201612"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"362"
"Естественный прирост населения(Человек)"	"2010 год"	"201012"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"355"
"Естественный прирост населения(Человек)"	"2011 год"	"201112"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"388"
"Естественный прирост населения(Человек)"	"2014 год"	"201412"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"339"
"Естественный прирост населения(Человек)"	"2015 год"	"201512"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"406"
"Естественный прирост населения(Человек)"	"2013 год"	"201312"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"344"
"Естественный прирост населения(Человек)"	"2012 год"	"201212"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"355"
"Естественный прирост населения(Человек)"	"2021 год"	"202112"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"387"
"Естественный прирост населения(Человек)"	"2018 год"	"201812"	"ХРОМТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"434"
